Job Title,Company,Location,Posting Date,Extract Date,Salary,Summary,JobUrl
Data Analyst,Coinhako,Singapore,Posted7 days ago,2022-05-18,,"Build and maintain data pipelines used for a diverse range of data products.
Relevant internship/project experience in data analytics/ data science/ business…",https://sg.indeed.com/rc/clk?jk=edbe28df20c0be47&fccid=a2435aeb4633eaad&vjs=3
"Sr. Analyst, Development, APAC","BK ASIAPAC, PTE. LTD.",Singapore,Posted11 days ago,2022-05-18,"$6,000 - $8,000 a month","The Development Analyst, APAC is responsible for managing the Net Restaurant Growth (NRG) in all the markets of APAC, across all 3 brands – Burger King, Popeyes…",https://sg.indeed.com/rc/clk?jk=15f7c74d5ee6d81f&fccid=2e3251ec254c1063&vjs=3
Data Analyst,Coinhako,Singapore,Posted7 days ago,2022-05-18,,"Build and maintain data pipelines used for a diverse range of data products.
Relevant internship/project experience in data analytics/ data science/ business…",https://sg.indeed.com/rc/clk?jk=edbe28df20c0be47&fccid=a2435aeb4633eaad&vjs=3
"Sr. Analyst, Development, APAC","BK ASIAPAC, PTE. LTD.",Singapore,Posted11 days ago,2022-05-18,"$6,000 - $8,000 a month","The Development Analyst, APAC is responsible for managing the Net Restaurant Growth (NRG) in all the markets of APAC, across all 3 brands – Burger King, Popeyes…",https://sg.indeed.com/rc/clk?jk=15f7c74d5ee6d81f&fccid=2e3251ec254c1063&vjs=3
Data Analytics IT Team Head,Crédit Agricole CIB,Singapore,Posted21 days ago,2022-05-18,,"Strong technical knowledge on Microsoft Business Intelligence tools with experience in executing data analytics projects· Good understanding of DWH, SQL…",https://sg.indeed.com/rc/clk?jk=1ea2d602db8e403d&fccid=7077ed64aecd53a3&vjs=3
"Associate/AVP, Risk Analyst, Total Portfolio Focus",GIC Investment,Singapore,Posted30+ days ago,2022-05-18,,"Raise, investigate and follow up on issues related to data quality and content of the reports.
Risk and Performance Management Department (RPMD).",https://sg.indeed.com/rc/clk?jk=69638f9a0d97cd3c&fccid=952d1d016b8b0e30&vjs=3
Business Planning & Supply Chain Analyst Intern (6 Months),Imerys Asia Pacific Pte Ltd,Singapore,Posted6 days ago,2022-05-18,,"Perform analysis of data on a monthly bases (e.g. containers delayed, orders with missing data) and liaise with the Supply Chain and Customer Service teams to…",https://sg.indeed.com/rc/clk?jk=77f2894e99131754&fccid=54b6b9ec860a0335&vjs=3
Retail Finance BI&A - Business Analyst,SeaMoney,Singapore,Posted30+ days ago,2022-05-18,,"Utilise established data warehousing practices and data visualisations.
Familiar with data visualisation tools.",https://sg.indeed.com/rc/clk?jk=173169e59ed3be1e&fccid=04cf7b87da0c2ba4&vjs=3
Business Analyst Intern (City Infrastructure),Envision Digital International Pte Ltd,Remote in Singapore,Posted30+ days ago,2022-05-18,"$1,800 a month","Processing and utilizing IT data for business insights and analyzing data to inform business decisions.
Immediate Start, For At Least 5 Months.",https://sg.indeed.com/rc/clk?jk=e17f44c7d681c608&fccid=1f1ffc710aca1181&vjs=3
Intermediate Business Analyst/Tester Cash Management 1639,Recruit Express,Singapore,Posted22 days ago,2022-05-18,"$6,001 - $10,000 a month","Hands-on experience with such data mapping and testing.
The position requires a minimum of 5 years relevant business analyst/tester experience with Payment…",https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AHDBDSJr8UdJNPXfLJUzZmX88tDrg5dwJwiM1K-pUbuFJRCfQxVJa25EWer-03IvdMPUPwaPSnuFsMM6Qza_cv32mb5BW0X2q-HkZjO5fElJoO122VVp9c_Hyz68oOg-wJmRoiaGhH0HUwWWvSlNiJfRZ32z2gE_L67Xsht-EI_GIXKUP609Nfp9f4zVKhpkuU9X6YEiq7rxKqPHyO5xpSp_A7r6qphgfUcCwwU0pNiRO2dBlfkfLOAupLEvmnP-OiYAXJORaI9wOwnvbCgM4SYN_jjW8uWYBFSXCihXhGV33zx84m-vcS_QwSQ79gcokBe2map-IwqIi71CLzVirmsPpiQ9yMkPzZ81FRIpmv6wdWzOmXSQp2igX3znCjWcnt0N5DXovN6aDrM4p2Pm1fNYwb2WA9IsuK5RFGWrfr06Q4UZKGSAPySZX2LpaP4kP4ukSd4JQM1lHUjms5_YuUGfvsJGgDsU0WMaWUyYJEDVtVQP47WGQHi-EJe27aNUpFkTb3Z5mIahzLt73TYqXGgzPEnSktbTxF2SyXi776hhrOCxS6jh6ZahhD6RNe1w05SNTaXfW8aVCoAwZOvUmaUAzVa8okHOo=&p=7&fvj=1&vjs=3
Senior Data Analyst,WECHAIN FINTECH PTE. LTD.,Singapore,Posted16 days ago,2022-05-18,"$10,000 - $18,000 a month","Evaluating performance against KPIs and big data to find growth opportunities.
Attention to details especially to data fluctuations, competitors, etc.",https://sg.indeed.com/rc/clk?jk=63acc2dc9c151531&fccid=209e917e3b6599e9&vjs=3
Business Analyst / Performance Analyst / Business Performance Analyst,Good Job Creations Pte Ltd,Singapore,Hiring ongoing,2022-05-18,,"Program data analysis and reporting.
O Map out key data requirements across the group.
Program reporting and measurement strategy.",https://sg.indeed.com/company/Good-Job-Creations-Pte-Ltd/jobs/Business-Analyst-dae3803e69898f70?fccid=ee772c366e311477&vjs=3
"Data Science Strategist, Connectivity Analytics",Facebook App,Singapore,Posted7 days ago,2022-05-18,,"Fluency in SQL or other data programming languages.
Combined 5+ years of experience in data mining & analytics, and knowledge of data and insights, as well as…",https://sg.indeed.com/rc/clk?jk=e3076300873543bf&fccid=ba07516c418dda52&vjs=3
Lead Data Analyst- Marketplace,GO-JEK,Singapore,Posted30+ days ago,2022-05-18,,"Develop automated data quality checks to build stakeholder confidence.
You will be mining insights from a sea of data, building and contributing to an industry…",https://sg.indeed.com/rc/clk?jk=fc476530e7edb968&fccid=35c79097c1f63f3d&vjs=3
IT Business Analyst - Transaction Filtering,NEW TONE CONSULTING PTE. LTD.,Singapore,Posted5 days ago,2022-05-18,"$6,500 - $11,500 a month","Functional testing – prepare the test plan, test cases and test data/files, then execute the testing, review the test results, raise defects and report test…",https://sg.indeed.com/rc/clk?jk=12b5ad543018e9ba&fccid=fd37dc91206b9902&vjs=3
Data Analyst,SHIMANO (SINGAPORE) PRIVATE LIMITED,Singapore,Posted29 days ago,2022-05-18,"$2,400 - $4,000 a month","Organize data literacy training programs.
Responsible for testing of data integrity.
Prepare data analytics report for decision making.",https://sg.indeed.com/rc/clk?jk=130c3d689fb8cc3f&fccid=cb4311cf935ce165&vjs=3
"Business Analyst/Associate (Special Projects), APAC",Flash Coffee,Singapore,Posted30+ days ago,2022-05-18,,"You will have data skills and can pull data from the web and external sources.
Special Projects sits in the intersection of Finance and Operations, working…",https://sg.indeed.com/rc/clk?jk=3a8b47577e57e437&fccid=c05b077b13d25c55&vjs=3
Data Analyst,GMP Group,Singapore,Posted30+ days ago,2022-05-18,"$4,500 a month",Use data and presenting data-driven recommendations to management using data analytics/science techniques and data visualization tools such as Tableau.,https://sg.indeed.com/rc/clk?jk=3373453108b09070&fccid=14c5dc1981ceac75&vjs=3
"Intern, Supply Chain Project Assistant - Data Analytics/ Project Management",Bosch Group,Singapore,Posted30+ days ago,2022-05-18,,"Support in data analysis cases and projects (data extractoin, collation and analysis using tools such as MS PowerBI, SQL, python, R etc.).",https://sg.indeed.com/rc/clk?jk=ea70a6084b839695&fccid=a2faf1301ac6ad4b&vjs=3
Risk Assurance - Transformation Assurance - Business Analyst,PwC,Singapore,Posted30+ days ago,2022-05-18,,"We assess and prepare businesses by looking into their technology, finance, data analytics, regulatory requirements, data security and privacy, internal audit,…",https://sg.indeed.com/rc/clk?jk=fe7b5b03ee1158f7&fccid=5e964c4afc56b180&vjs=3
"Analyst, Marketing - Groceries (APAC)",foodpanda Singapore,Singapore,Posted30+ days ago,2022-05-18,,"Work with key business stakeholders and regional data team (data analysts, data engineers, machine learning engineers) to deliver insights, reports,…",https://sg.indeed.com/rc/clk?jk=ed117ba064c6281b&fccid=8bf6fce5822c5030&vjs=3
"Equity Research Analyst/ Associate, Singapore based",Ethos BeathChapman,Singapore,Posted30+ days ago,2022-05-18,"$120,000 - $180,000 a year","Business or native level mandarin required due to North Asia/ China coverage.
Cover China market (hence business/ native Chinese language required).",https://sg.indeed.com/rc/clk?jk=37ef45fdfd74da29&fccid=12f7a39cc73d333f&vjs=3
Business Intelligence Analyst,JOBKRED PRIVATE LIMITED,Singapore,Posted15 days ago,2022-05-18,"$4,500 - $7,500 a month","Very proficient in SQL, data visualization and business intelligence tools such as Tableau with related experience analyzing data to write queries and reports.",https://sg.indeed.com/rc/clk?jk=6a5da361f48e069b&fccid=5636767e8256345c&vjs=3
Solution Delivery Analyst,Micron,Singapore,Posted30+ days ago,2022-05-18,,"May perform minor to moderate development activities to include resolution of Level 2 (L2) incidents and problems on applications, data streams, or other…",https://sg.indeed.com/rc/clk?jk=34276cfcb1e092ba&fccid=be240c643a8631c5&vjs=3
Risk Escalations Analyst,Meta,Singapore,Posted30+ days ago,2022-05-18,,"Within the Risk and Payments team, Risk Escalation Desk (RED) analysts are responsible for triage, investigations and resolution of payment-related escalations…",https://sg.indeed.com/rc/clk?jk=bcef0efbed197ac6&fccid=ba07516c418dda52&vjs=3
"Business Analyst, Sales & Marketing Operations",data.ai,Remote in Singapore,Posted1 day ago,2022-05-18,,"Establish data governance processes to ensure optimal data hygiene shared through multiple systems.
Strong analytical skills (including mastery of Microsoft…",https://sg.indeed.com/rc/clk?jk=71bc4d4052c6ccff&fccid=6a918ba2c69a0390&vjs=3
Quantitative Researcher,Cloudwall Capital SG Pte Ltd.,Remote,Posted30+ days ago,2022-05-18,,"When working with massive and complex datasets, you used tools like Spark, Druid, Hive or Elasticsearch, and distributed data pipelines such as Airflow and…",https://sg.indeed.com/rc/clk?jk=a0c30226cdb4739a&fccid=f995acdf913f59fb&vjs=3
Product Analyst - Fintech,foodpanda Singapore,Singapore,Posted30+ days ago,2022-05-18,,"Proactively identify data analysis needs of product and business lines.
Deep dive into big data (transactional, click stream etc.) and provide business…",https://sg.indeed.com/rc/clk?jk=7aa736414479225e&fccid=8bf6fce5822c5030&vjs=3
Business Analyst,Numerix Singapore Pte Ltd,Singapore,Posted30+ days ago,2022-05-18,,"The Business Analyst is part of the Client Solution Group and is responsible for discovering, synthesizing, and analyzing information from a variety of sources…",https://sg.indeed.com/rc/clk?jk=46c6771cbe2085d4&fccid=bece0631bb1cc6b0&vjs=3
AML/KYC Consumer Business Support Unit Analyst C10,Citi,Singapore,Posted12 days ago,2022-05-18,,"Interprets data and makes recommendations.
Experience in data analysis and problem solving with acute attention to detail.
0-2 years of relevant experience.",https://sg.indeed.com/rc/clk?jk=9216c6fda916fbcb&fccid=5bcd1ef0a7f4fb99&vjs=3
Business Analyst (Information Technology),ERP21 PTE LTD,Singapore,Posted1 day ago,2022-05-18,"$4,500 - $6,500 a month","Perform the business support analyst role for a strategic project of medium complexity and scale.
Assist in the collection and consolidation and analyze…",https://sg.indeed.com/rc/clk?jk=e94bf264e7bcf927&fccid=7cdfbf67ffc29a5b&vjs=3
Risk I2S Credit Analyst Funds,BNP Paribas,Singapore,Posted30+ days ago,2022-05-18,,"Ensuring appropriate maintenance of data and reporting related to fund counterparties and associated activities (e.g. NAV and performance, audited financials,…",https://sg.indeed.com/rc/clk?jk=5a69c603011031b7&fccid=1392500f835bba92&vjs=3
AML/KYC Consumer Business Support Unit Analyst C10,Citi,Singapore,Posted12 days ago,2022-05-18,,"Interprets data and makes recommendations.
Experience in data analysis and problem solving with acute attention to detail.
0-2 years of relevant experience.",https://sg.indeed.com/rc/clk?jk=9216c6fda916fbcb&fccid=5bcd1ef0a7f4fb99&vjs=3
Business Analyst (Information Technology),ERP21 PTE LTD,Singapore,Posted1 day ago,2022-05-18,"$4,500 - $6,500 a month","Perform the business support analyst role for a strategic project of medium complexity and scale.
Assist in the collection and consolidation and analyze…",https://sg.indeed.com/rc/clk?jk=e94bf264e7bcf927&fccid=7cdfbf67ffc29a5b&vjs=3
Risk I2S Credit Analyst Funds,BNP Paribas,Singapore,Posted30+ days ago,2022-05-18,,"Ensuring appropriate maintenance of data and reporting related to fund counterparties and associated activities (e.g. NAV and performance, audited financials,…",https://sg.indeed.com/rc/clk?jk=5a69c603011031b7&fccid=1392500f835bba92&vjs=3
"Senior Research Analyst, Private Markets",Preqin,Singapore,Posted30+ days ago,2022-05-18,,"Identify data-driven insights and trends from large data sets, with a focus on quality, accuracy and actionability.
Strong writing and presentation skills.",https://sg.indeed.com/company/Preqin/jobs/Senior-Research-Analyst-6d792bb83e496220?fccid=f6be7279bdef876d&vjs=3
Research Analyst,Tractus Asia,Singapore,Posted30+ days ago,2022-05-18,"$3,300 - $3,600 a month","Able to identify creative solutions to find data and research problems.
Ability to interpret large amounts of data and to multi-task;
A keen eye for detail.",https://sg.indeed.com/rc/clk?jk=141462853b4d595b&fccid=995664885e4a575f&vjs=3
"Supply Chain Analyst, APAC",AlignTech,Singapore,Posted14 days ago,2022-05-18,,"Attention to details and high data accuracy.
Perform supply chain modelling, feasibility study and financial analyses mainly through data collation, data…",https://sg.indeed.com/rc/clk?jk=f14b5c7da860eb04&fccid=5d6a5521c3a684d6&vjs=3
Operations Analyst,DSO National Laboratories,Singapore,Posted30+ days ago,2022-05-18,,"Conduct data analysis and convey findings and recommendations to decision makers.
Capability areas include cyber security, data analytics and fusion, artificial…",https://sg.indeed.com/rc/clk?jk=0c3576d99f7bc422&fccid=5a4ba3a128e41ec3&vjs=3
Business Intelligence and Data Analyst,ZUELLIG PHARMA HOLDINGS PTE. LIMITED,Singapore,Posted29 days ago,2022-05-18,"$4,500 - $8,400 a month","Take ownership of data processes, data governance, and data visualization in the team.
Stay up to date on data visualization tools.",https://sg.indeed.com/rc/clk?jk=f879546db8c24416&fccid=ef4b8238ad1095f1&vjs=3
Business Intelligence Analyst,HOMAGE CO PTE. LTD.,Singapore,Posted19 days ago,2022-05-18,"$3,000 - $5,000 a month","Analyse large data sets of care-related information to understand trends and uncover insights.
Meticulous detail-oriented and able to distill large amounts of…",https://sg.indeed.com/rc/clk?jk=0e0f8cb63ec12687&fccid=288029edb6c524ff&vjs=3
Data Analyst,UNI CONNECT PTE LTD,Singapore+1 location,Posted30+ days ago,2022-05-18,"$3,500 - $6,500 a month","Perform analytics for process improvement and data quality control.
Develop and Implement data driven analytic solutions as needed including database & ETL,…",https://sg.indeed.com/rc/clk?jk=faed13f2ca254d54&fccid=ce037523ea4289b5&vjs=3
Business Analyst,iAPPS Pte Ltd,Singapore,Posted30+ days ago,2022-05-18,,"To test sample data-sets to check that output from the program works as intended.
To establish a satisfactory on-going business relationship with clients.",https://sg.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AbLEAfUJ_8-EnULjJ15l1k6LfB5RD9Ew3x4SlXgqMri8qzijF5DizICNB4rWW0hxivjidcFybRGWnIB8f8qcszGnGaQT36voVj78Lx0f0fEn3kdL0rWByoljhy7TXH2QqmFosPaXih88gMLrGTX2WmLYQPqfgE4AX12nG9C3hEVHSx8XmhV1H0oUS2tYoEqO1MHnYnfv7Ganfm7Ji7oRqYl5nVcG8eHbhvU5dbC8NDgjHmPDmldidfwTvlCMhqHgfaWlA0LpjjVYtIBGe__0rPYPjkMd1OV5Mwb-6GObitQ373c1i17N43wQKyzyH4vc_JOFXk-kCIaMDnzE19M80B-UAwVTt5XG7-D2bv-dN8BLbP82wvm-u88eIO3mG0UYZbh1cpSNs-k7T_oeQNCpSWAu13OBa6x8vRJjnvVwg8--9Y9SgS2o-g9A_ykRTNL9RzKEaHizpFcoFpUnDxM1QIaxpitVDYmAdK7_mLCytNCd0NQhgqn4Q_KfsvBdZxZl2jPjOZny7aKuBbpDsk7mGuegr4FmkjWfQInSIcdatq9tB5xlK4Vkf-htuaVdqEeUVlphGLXviz1ircHp1KwRcNppDh_8DYcd6dO7N7O1vU7jrId_Z8-Rauuuysy3v9d6j0CMe0EVm7Psq1Hgp7LqPa6n5tINMpBRXq0tj3-jWR2w==&p=10&fvj=0&vjs=3
Business Support Analyst (Enterprise Applications),Vuealta Pte Ltd,Singapore,EmployerActive 2 days ago,2022-05-18,"$3,500 - $6,500 a month","As a Business Support Analyst (Enterprise Applications), you will gain an in-depth knowledge of the product from end-to-end, work with large volumes of data…",https://sg.indeed.com/company/Vuealta-Pte-Ltd/jobs/Business-Support-Analyst-5959d19be106efc4?fccid=692c7f7b4e70a1b5&vjs=3
"Senior Analyst, Data Management and Business Intelligence",Marina Bay Sands,HarbourFront,Posted30+ days ago,2022-05-18,,"Designed and developed the data transformations for various source system data extraction; data staging, movement and aggregation; Performed data manipulations.",https://sg.indeed.com/rc/clk?jk=b0c7f54185ec7e39&fccid=d568938f37a96d47&vjs=3
Data Analyst,TALENT SPOT GROUP PRIVATE LTD.,Singapore,Posted30+ days ago,2022-05-18,"$3,500 - $5,000 a month","Analysing data on ETF, Indices & Portfolio Composition Files (PCFs) – ensuring accurate data is reflected to clients.
Broad understanding of Financial Markets.",https://sg.indeed.com/rc/clk?jk=158e98271ce6cb2d&fccid=cd4207ffb9812a43&vjs=3
"Business Intelligence Manager, Asia",Sephora,Singapore+1 location,Posted1 day ago,2022-05-18,,Champion a culture of data-informed decision-making and advance our data capabilities across all functions (from office employees to cast members in stores).,https://sg.indeed.com/rc/clk?jk=4e55227af826050a&fccid=afda98bfc8224b19&vjs=3
EAJ Business Analyst & Data Project Leader,Schneider Electric,Singapore,Posted30+ days ago,2022-05-18,,Partner with business and functional teams to develop and implement data stewardship routines and ensure quality of the data.,https://sg.indeed.com/rc/clk?jk=040610752c24ee24&fccid=8dc4399ddb463d4a&vjs=3
Senior Product Data Analyst,Carousell Group,Singapore,Posted30+ days ago,2022-05-18,,"Is data-driven and passionate about solving problems through data & enable others using data in decision making.
Mentor and coach other data analysts.",https://sg.indeed.com/rc/clk?jk=198eadcf536d0e03&fccid=fe7a0343fd3e952b&vjs=3
DATA ANALYST,3I INFOTECH ASIA PACIFIC PTE. LTD.,Singapore,Posted23 days ago,2022-05-18,"$4,000 - $12,000 a month","C. Experience in dimensional modelling, data warehousing techniques (e.g. data cleansing, merging and other data manipulation tasks) would be advantageous.",https://sg.indeed.com/rc/clk?jk=815e653b0d8ce34a&fccid=43535a61a8ed7ddf&vjs=3
Revenue Analyst,Network Guard,Singapore,Posted30+ days ago,2022-05-18,,"Ensure timely and accurate reporting of key revenue and cost of sales data.
Ability to efficiently summarize large sets of data to produce insights for…",https://sg.indeed.com/rc/clk?jk=1a90a2c015ce1dc8&fccid=77619d50cba0c963&vjs=3
"Associate Analyst - Banking, Corporate Finance, Project and Infrastructure",ZM Financial Systems,Singapore,Posted30+ days ago,2022-05-18,,"Identify any data issues and follow up with senior analysts.
Interpret and analyze financial data and other credit inputs provided by other supporting teams.",https://sg.indeed.com/rc/clk?jk=ba1e42ffb35b6e69&fccid=7e9f8411cc2b1ce8&vjs=3
"Singapore Business Development - Strategic Brands Partnership (FMCG), Analyst",Shopee,Singapore,Posted30+ days ago,2022-05-18,,"Curate shopping collections, selecting products based on data, price point, trends etc.
Pull and analyse data for post-campaign reporting and suggest…",https://sg.indeed.com/rc/clk?jk=41b5a62cebac5bd0&fccid=0b476c4a7add47fe&vjs=3
"Analyst, MedTech Market Tracker Solutions",Clearstate Pte. Ltd,Singapore,Posted14 days ago,2022-05-18,,"Conduct secondary source data/ insights search.
Utilize information, data insights to produce robust analysis and conclusion.",https://sg.indeed.com/rc/clk?jk=9f9f145a65775851&fccid=6b14176a0fb03101&vjs=3
"Associate, Quantitative Strategy and Performance Analytics (Performance Analytics)",Temasek,Singapore,Posted5 days ago,2022-05-18,,"Architect and design data pipeline infrastructure to facilitate data ETL processes, and query financial data from a variety of data sources.",https://sg.indeed.com/rc/clk?jk=05fbbcaf6ccd91e1&fccid=d900284f63844910&vjs=3
"Data & Analytics, Senior Digital Analyst",Citi,Singapore,Posted7 days ago,2022-05-18,,"May be involved in exploratory digital data analysis, confirmatory data analysis and/or qualitative analysis.
Design, build and track digital initiatives across…",https://sg.indeed.com/rc/clk?jk=05f4a198a5e6d144&fccid=5bcd1ef0a7f4fb99&vjs=3
"Research Analyst, Asia Insurance",Cerulli Associates,Singapore,Posted30+ days ago,2022-05-18,,"Construct quantitative surveys and models, including survey design, data gathering, data modeling and analysis, and exhibit creation.",https://sg.indeed.com/rc/clk?jk=f188c5d914bdae84&fccid=90f43a059c988f25&vjs=3
Regional Operations (Data Analytics) Intern,Shopee,Singapore,Posted30+ days ago,2022-05-18,,"The Operation teams at Shopee covers the operational end-to-end process, from when the buyer searches for a product listed on the Shopee platform, to the moment…",https://sg.indeed.com/rc/clk?jk=56dbbcd7cbd5338f&fccid=0b476c4a7add47fe&vjs=3
Market Risk Analyst role with a Commodity Trading MNC,The Cap Consulting Group Pte Ltd,Singapore,Posted30+ days ago,2022-05-18,,"*1 to 5 years of market risk exp covering oil products (e.g. crude oil, jet fuel) and palm oil products*.
*Market risk experience (ideally with oil products…",https://sg.indeed.com/company/The-Cap-Consulting-Group-Pte-Ltd/jobs/Market-Risk-Analyst-Role-Commodity-Trading-Mnc-563eff1c647f48d6?fccid=fe84b623137aef93&vjs=3
Senior Solar Energy Analyst,DNV,Singapore,Posted30+ days ago,2022-05-18,,"Experience in uncertainty and statistical data analysis.
Analyze climate and solar plant operational SCADA performance data.",https://sg.indeed.com/rc/clk?jk=c375e59e48ec217b&fccid=621355d16566db19&vjs=3
Sales Business Analyst Intern,Propseller,Singapore,Posted30+ days ago,2022-05-18,"$1,800 - $2,000 a month","Help prepare data for weekly sales meeting.
Status: 6-months Internship (full-time).
Analyze best business practices on training property agents.",https://sg.indeed.com/rc/clk?jk=98742720a197717f&fccid=4b967fc48aff7d5d&vjs=3
"Business Analyst , Incident Management, Prevention and Risk Strategy",Amazon Asia-Pacific Resources,Singapore,Posted29 days ago,2022-05-18,,"The ideal candidate will have a strong grasp on data analysis methods, data mining, generating insights through deep dives and sharing actionable insights with…",https://sg.indeed.com/rc/clk?jk=1c458ce51254d91e&fccid=fe2d21eef233e94a&vjs=3
Sales Business Analyst Intern,Propseller,Singapore,Posted30+ days ago,2022-05-18,"$1,800 - $2,000 a month","Help prepare data for weekly sales meeting.
Status: 6-months Internship (full-time).
Analyze best business practices on training property agents.",https://sg.indeed.com/rc/clk?jk=98742720a197717f&fccid=4b967fc48aff7d5d&vjs=3
"Business Analyst , Incident Management, Prevention and Risk Strategy",Amazon Asia-Pacific Resources,Singapore,Posted29 days ago,2022-05-18,,"The ideal candidate will have a strong grasp on data analysis methods, data mining, generating insights through deep dives and sharing actionable insights with…",https://sg.indeed.com/rc/clk?jk=1c458ce51254d91e&fccid=fe2d21eef233e94a&vjs=3
SG Warehouse Operations - Budget & Planning (Data Analytics),Shopee,Singapore 118265+1 location,Posted30+ days ago,2022-05-18,,"Work with multiple stakeholders to support annual, quarterly, and monthly budget planning and monitoring.
Build and monitor expense and cost-related reports or…",https://sg.indeed.com/rc/clk?jk=08e31b27533598a6&fccid=0b476c4a7add47fe&vjs=3
"Risk Analysis Intern, Trust & Safety",TikTok,Singapore,Posted30+ days ago,2022-05-18,,"Research and analyze various regulatory information including but not limited to legislation and law enforcement for cyber security, data privacy and social…",https://sg.indeed.com/rc/clk?jk=e4536087e8efb4ea&fccid=caed318a9335aac0&vjs=3
Senior Data Analyst - Identity Verification,Shopee,Singapore,Posted30+ days ago,2022-05-18,,"Generate daily operational related data reports, analyse quantitative data, and investigate variances.
Develop and implement data visualisation/dashboard, data…",https://sg.indeed.com/rc/clk?jk=4bbe81dccaf73be2&fccid=0b476c4a7add47fe&vjs=3
Associate Analyst- Corporate Finance Group,ZM Financial Systems,Singapore,Posted30+ days ago,2022-05-18,,"Identifies all issues with data for follow up with Lead Analyst.
Interprets and analyzes financial data and other credit inputs provided by others e.g. FDAs and…",https://sg.indeed.com/rc/clk?jk=b2139472a485ac13&fccid=7e9f8411cc2b1ce8&vjs=3
Data Analytics (Marketing) Intern,Shopee,Singapore,Posted30+ days ago,2022-05-18,,"Passionate about programming/data analytics and solving challenging problems.
The Data Analytics team plays a critical role in conducting close-loop data-driven…",https://sg.indeed.com/rc/clk?jk=83a3bde6490c5a16&fccid=0b476c4a7add47fe&vjs=3
Business Analyst,Gift Management Asia Pte. Ltd.,Singapore+1 location,Posted30+ days ago,2022-05-18,,"With SAP – data warehouse and business intelligence platforms experience is an advantage.
Ability to discover patterns, analyse and filter data to deliver…",https://sg.indeed.com/rc/clk?jk=68619a23ef39fa5e&fccid=50ba8304274eff33&vjs=3
Mendix - APAC Senior Revenue Operations Analyst,Siemens,Singapore+1 location,Posted30+ days ago,2022-05-18,,Analyze data and provide important visualization and dashboards that clearly communicates complex data in a simple form to non-technical audience.,https://sg.indeed.com/rc/clk?jk=f511d6cdbbec864d&fccid=ea6bb53f0b18b8f2&vjs=3
Language Data Analyst,TransPerfect Translations Inc.,Singapore,Posted30+ days ago,2022-05-18,,"We are looking for Language Researcher / Data Analyst to join us on a new innovative and interesting job to improve Artificial Intelligence (i.e., speech or…",https://sg.indeed.com/rc/clk?jk=9b0618368538e50b&fccid=4ef63c252489666f&vjs=3
Data Analyst,Salt Recruitment,Singapore,Posted9 days ago,2022-05-18,,"Experience dealing with data sets used for data-driven decision making.
Structure, organize, clean up data in a sophisticated manner to drive data analysis and…",https://sg.indeed.com/rc/clk?jk=963552a64d4fa6c7&fccid=d35f6b081e467c24&vjs=3
"Staff System Analyst, Enterprise Data Warehouse",Seagate Technology,Singapore,Posted19 days ago,2022-05-18,,"Knowledge of data ingestion, ETL and data warehouse concept.
Responsibilities include partnering with IT teams and businesses to understand the challenges, plan…",https://sg.indeed.com/rc/clk?jk=9530be90e71b308c&fccid=eb193642f8c64a12&vjs=3
Asset Business Analyst,Wilhelmsen,Singapore,Posted30+ days ago,2022-05-18,,"Prior experience on data analysis with structured data and tools such as SQL or Python would be a strong plus.
Good communication and cooperative skills.",https://sg.indeed.com/rc/clk?jk=c889ae5d876d968b&fccid=0103fbf703e81624&vjs=3
"Associate/Analyst, Business Intelligence & Analytics, Customer Centre, Consumer Banking Operation, Technology & Operations",DBS Bank,Singapore,Posted30 days ago,2022-05-18,,Derive hypothesis and perform data iterations to promote effectiveness of data analysis & to proactively identify meaningful data insights for stakeholder…,https://sg.indeed.com/rc/clk?jk=7cefd8fd3e14f5b7&fccid=cc1f9ea511d140fe&vjs=3
Project Analyst,Quess Corp Limited,Singapore,Posted30+ days ago,2022-05-18,,"Perform data entry for the remediation of data to improve quality of existing data.
Analyse data to identify data quality issues, as well as propose…",https://sg.indeed.com/rc/clk?jk=d534147ac8890730&fccid=0c17f90fab932792&vjs=3
"FP&A Analyst, Asia Pacific",FMC Corporation,Singapore,Posted30+ days ago,2022-05-18,,"Synthesize data to identify key business drivers.
Ability to handle large data sets.
LRP data preparation as required together with the Senior MR&P COE manager.",https://sg.indeed.com/rc/clk?jk=78cf629b5d73306a&fccid=2e3f36bc3cf64031&vjs=3
"Senior Manager/Manager, Data Analytics (Work Pass Division)",Ministry of Manpower,Singapore,Posted30+ days ago,2022-05-18,,What the role is What you will be working on What we are looking for Competencies have long been used as a framework to help focus employees' behaviour on…,https://sg.indeed.com/rc/clk?jk=9e02440ae3e8ec31&fccid=6756c7879f63793f&vjs=3
Central Investigations Analyst (Child Safety),Facebook App,Singapore,Posted30+ days ago,2022-05-18,,"Knowledge of data tools such as SQL, Python, or other data analytics programming coding languages and data visualization tools.
BA/BS degree or equivalent.",https://sg.indeed.com/rc/clk?jk=a13f3057ef8d9f92&fccid=ba07516c418dda52&vjs=3
